tokens,creation_reasons,states,fulfillment_states,sources,brand_contacted_at_values,first_order_for_brand_values,very_first_order_for_brand_values,retailer_tokens,payout_total_values,retailer_names,retailer_website_urls,retailer_store_types
bo_hz6vae3cy3,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1710807305000,True,True,r_mfyjwj28jy,97556,Blue Gardenia Boutique,,Clothing Boutique
bo_spewhz5adn,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1710716912000,False,False,r_35ggy4zqat,11429,480 Pickleball,http://480pickleball.com/,Gift Store
bo_v3pgpw7v4x,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1710594812000,True,True,r_sg8qr8t5jp,12971,Boston Microneedling LLC,,Clothing Boutique
bo_vqyxvkuvdq,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1710447795000,False,False,r_45y53cbju2,14078,Sumthin Beachie,http://Sumthinbeachiepi.com,Home Decor Store
bo_he7uqdr7js,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1710292017000,True,True,r_ke27n3am3a,12485,In Motion,,Clothing Boutique
bo_h8p7tv9bsb,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1710282417000,False,False,r_59c3j5s95q,11701,Dink and Volley Pickleball,http://www.dinkandvolleypickleball.com,Gift Store
bo_f3n6grg655,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1710094327000,False,False,r_4cf0tpec,14466,Ginger & Melissa retailing llc,,Gift Store
bo_jy4v6cyduv,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1709846550000,False,False,r_afpak3no,18649,Treasure House,http://www.treasurehousegiftsankeny.com/,Gift Store
bo_93dk7fdrxc,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1709464976000,True,True,r_wk9r76npx4,26429,Ivy & Sage: A Home and Lifestyle Co.,http://ivyandsagelifestyleco.com/,Gift Store
bo_bhkdn3qq3k,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1709445476000,True,True,r_3tc65j9wx0,34460,Jenny's Gift Baskets,http://buy-gift-baskets.jennysgiftbaskets.com/,Gift Store
bo_3m5cd3sb2j,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1709304852000,True,True,r_tbu93r3gjj,14205,Kindred Manitowoc,https://www.facebook.com/kindredmanitowoc,Clothing Boutique
bo_dwdzj2fdzw,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1709171998000,True,True,r_jdlfpopxh1,13531,Styles by Toni’s salon,https://www.facebook.com/stylesbytonisboutique/,Clothing Boutique
bo_ppq9zffcum,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1709068222000,False,False,r_dtw9xraqvh,14542,ROSS's,http://www.rosshighlandpark.com,General or Mercantile Store
bo_scm2zbsnxq,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1709066722000,True,True,r_as3sd7qr,12735,Oxbeau,http://www.shopoxbeau.com/,Clothing Boutique
bo_jpt64u2kgt,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1709012231000,True,True,r_7g71gmvpij,48335,Native Treasures,http://www.visitowa.com,Clothing Boutique
bo_sqnbgynxhm,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1708979231000,True,True,r_afpak3no,15588,Treasure House,http://www.treasurehousegiftsankeny.com/,Gift Store
bo_52by6q4c3n,NEW_ORDER,PROCESSING,UNFULFILLED,MARKETPLACE,1708708080000,True,True,r_alfa0q6y7v,37627,She la la,http://shopshelala.com/,
bo_kctzqw7hrd,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1708707780000,True,True,r_2jxc7yecdm,16913,Cavalier,http://www.cavalierplv.com,Clothing Boutique
